表題：,都道府県・市区町村のすがた（社会・人口統計体系）,,,,,,,,,
公開日：,2025年10月31日,,,,,,,,,
,,,,,,,,,,
NA,欠測値,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
調査年,地域,A1101_総人口【人】,A110101_総人口（男）【人】,A110102_総人口（女）【人】,B1103_可住地面積【ｈａ】,B4101_年平均気温【℃】,B4108_日照時間（年間）【時間】,C1101_県内総生産額（平成17年基準）【百万円】,M380100_交際・付き合いの平均時間（15歳以上）（男）【分】,M380200_交際・付き合いの平均時間（15歳以上）（女）【分】
year,pref,pop,male,female,area,temp,sun,gdp,hour_m,hour_f
2006年度,秋田県,1134000 ,535000 ,599000 ,315463 ,12 ,1465 ,3774796 ,24 ,25 
2006年度,山形県,1207000 ,580000 ,627000 ,285013 ,12 ,1524 ,3990670 ,22 ,25 
2006年度,福島県,2080000 ,1011000 ,1069000 ,421829 ,13 ,1582 ,7919908 ,24 ,23 
2006年度,茨城県,2974000 ,1480000 ,1494000 ,397598 ,14 ,1639 ,11600840 ,17 ,22 
2006年度,栃木県,2016000 ,1002000 ,1015000 ,294603 ,14 ,1645 ,8300856 ,19 ,19 
2006年度,群馬県,2022000 ,996000 ,1026000 ,229456 ,15 ,1894 ,7805440 ,20 ,21 
2006年度,埼玉県,7079000 ,3564000 ,3515000 ,256560 ,15 ,1748 ,20906256 ,17 ,21 
2006年度,千葉県,6084000 ,3041000 ,3043000 ,348825 ,16 ,1624 ,19732013 ,19 ,24 
2006年度,東京都,12704000 ,6322000 ,6382000 ,139623 ,16 ,1588 ,99912670 ,23 ,29 
2006年度,神奈川県,8846000 ,4467000 ,4379000 ,145994 ,16 ,1667 ,32200779 ,21 ,23 
2006年度,新潟県,2420000 ,1171000 ,1249000 ,448239 ,14 ,1521 ,9242706 ,19 ,25 
2006年度,富山県,1110000 ,535000 ,575000 ,185047 ,14 ,1539 ,4763333 ,18 ,22 
2006年度,石川県,1173000 ,566000 ,607000 ,138298 ,15 ,1587 ,4778355 ,18 ,24 
2006年度,福井県,820000 ,396000 ,423000 ,106655 ,15 ,1563 ,3466335 ,17 ,20 
2006年度,山梨県,880000 ,431000 ,449000 ,95033 ,15 ,1961 ,3286405 ,22 ,23 
2006年度,長野県,2189000 ,1065000 ,1124000 ,332945 ,12 ,1823 ,8278926 ,15 ,19 
2006年度,岐阜県,2105000 ,1019000 ,1086000 ,214909 ,16 ,1939 ,7756142 ,21 ,25 
2006年度,静岡県,3795000 ,1871000 ,1924000 ,273164 ,17 ,1847 ,17174754 ,24 ,24 
2006年度,愛知県,7307000 ,3666000 ,3641000 ,295985 ,16 ,1944 ,37014737 ,20 ,25 
2006年度,三重県,1872000 ,910000 ,961000 ,202223 ,16 ,1837 ,7944885 ,18 ,23 
2006年度,滋賀県,1390000 ,687000 ,703000 ,128904 ,15 ,1700 ,6145988 ,21 ,22 
2006年度,京都府,2646000 ,1272000 ,1374000 ,115522 ,16 ,1644 ,10085207 ,20 ,24 
2006年度,大阪府,8828000 ,4281000 ,4547000 ,131784 ,17 ,1860 ,39454331 ,22 ,26 
2006年度,兵庫県,5592000 ,2679000 ,2913000 ,275901 ,17 ,1861 ,20091890 ,16 ,24 
2006年度,奈良県,1417000 ,673000 ,743000 ,85053 ,15 ,1661 ,3839714 ,19 ,23 
2006年度,和歌山県,1029000 ,484000 ,545000 ,109788 ,17 ,1886 ,3702275 ,19 ,22 
2006年度,鳥取県,604000 ,289000 ,316000 ,91210 ,15 ,1638 ,2093562 ,22 ,22 
2006年度,島根県,737000 ,351000 ,386000 ,125627 ,15 ,1576 ,2443344 ,20 ,28 
2006年度,岡山県,1956000 ,939000 ,1018000 ,221134 ,16 ,1866 ,8113637 ,20 ,20 
2006年度,広島県,2875000 ,1389000 ,1486000 ,225639 ,16 ,1938 ,11447272 ,18 ,23 
2006年度,山口県,1484000 ,700000 ,785000 ,175089 ,16 ,1805 ,5954044 ,17 ,20 
2006年度,徳島県,806000 ,382000 ,423000 ,102209 ,17 ,1890 ,2873896 ,15 ,22 
2006年度,香川県,1009000 ,485000 ,524000 ,99184 ,17 ,1863 ,3846163 ,18 ,19 
2006年度,愛媛県,1460000 ,688000 ,773000 ,167094 ,17 ,1917 ,5095990 ,20 ,22 
2006年度,高知県,790000 ,371000 ,419000 ,116851 ,18 ,2034 ,2398803 ,19 ,19 
2006年度,福岡県,5057000 ,2396000 ,2661000 ,274235 ,17 ,1829 ,18054789 ,22 ,24 
2006年度,佐賀県,863000 ,406000 ,456000 ,134015 ,17 ,1889 ,2866870 ,25 ,22 
2006年度,長崎県,1467000 ,685000 ,782000 ,161990 ,18 ,1853 ,4380900 ,22 ,26 
2006年度,熊本県,1838000 ,864000 ,974000 ,274711 ,18 ,1924 ,5702752 ,23 ,21 
2006年度,大分県,1207000 ,569000 ,638000 ,177041 ,17 ,1927 ,4361951 ,20 ,24 
2006年度,宮崎県,1150000 ,540000 ,609000 ,183538 ,18 ,2003 ,3525501 ,26 ,20 
2006年度,鹿児島県,1744000 ,815000 ,929000 ,324360 ,19 ,1941 ,5652168 ,16 ,21 
2006年度,沖縄県,1369000 ,672000 ,697000 ,116303 ,24 ,1621 ,3682333 ,35 ,25 
2005年度,北海道,5627737 ,2675033 ,2952704 ,2190073 ,9 ,1701 ,19442200 ,NA,NA
2005年度,青森県,1436657 ,679077 ,757580 ,320400 ,10 ,1489 ,4368441 ,NA,NA
2005年度,岩手県,1385041 ,663580 ,721461 ,371012 ,10 ,1641 ,4496077 ,NA,NA
2005年度,宮城県,2360218 ,1149172 ,1211046 ,313032 ,12 ,1770 ,8429234 ,NA,NA
2005年度,秋田県,1145501 ,540539 ,604962 ,315463 ,12 ,1397 ,3692413 ,NA,NA
2005年度,山形県,1216181 ,585023 ,631158 ,285008 ,12 ,1536 ,3906669 ,NA,NA
2005年度,福島県,2091319 ,1016724 ,1074595 ,421829 ,13 ,1691 ,7793926 ,NA,NA
2005年度,茨城県,2975167 ,1479941 ,1495226 ,397597 ,13 ,2017 ,11277686 ,NA,NA
2005年度,栃木県,2016631 ,1002114 ,1014517 ,294603 ,14 ,2009 ,8217552 ,NA,NA
2005年度,群馬県,2024135 ,996346 ,1027789 ,229456 ,15 ,2177 ,7647591 ,NA,NA
2005年度,埼玉県,7054243 ,3554843 ,3499400 ,256560 ,15 ,2145 ,20646963 ,NA,NA
2005年度,千葉県,6056462 ,3029486 ,3026976 ,348825 ,16 ,2012 ,19567785 ,NA,NA
2005年度,東京都,12576601 ,6264895 ,6311706 ,139592 ,16 ,1965 ,99361375 ,NA,NA
2005年度,神奈川県,8791597 ,4444555 ,4347042 ,145994 ,16 ,2045 ,31327333 ,NA,NA
2005年度,新潟県,2431459 ,1176919 ,1254540 ,448225 ,14 ,1562 ,9285245 ,NA,NA
2005年度,富山県,1111729 ,535617 ,576112 ,185046 ,14 ,1516 ,4835863 ,NA,NA
2005年度,石川県,1174026 ,567060 ,606966 ,138297 ,15 ,1655 ,4733952 ,NA,NA
2005年度,福井県,821592 ,397271 ,424321 ,106653 ,15 ,1566 ,3409946 ,NA,NA
2005年度,山梨県,884515 ,433569 ,450946 ,95033 ,15 ,2279 ,3214802 ,NA,NA
2005年度,長野県,2196114 ,1068203 ,1127911 ,332945 ,12 ,1916 ,8423849 ,NA,NA
2005年度,岐阜県,2107226 ,1020570 ,1086656 ,214909 ,16 ,2067 ,7554542 ,NA,NA
2005年度,静岡県,3792377 ,1868458 ,1923919 ,273158 ,17 ,2246 ,16919108 ,NA,NA
2005年度,愛知県,7254704 ,3638994 ,3615710 ,295981 ,16 ,2102 ,35609242 ,NA,NA
2005年度,三重県,1866963 ,907214 ,959749 ,202204 ,16 ,2156 ,7623189 ,NA,NA
2005年度,滋賀県,1380361 ,681474 ,698887 ,128904 ,15 ,1847 ,6044224 ,NA,NA
2005年度,京都府,2647660 ,1272993 ,1374667 ,115522 ,16 ,1844 ,10034945 ,NA,NA
2005年度,大阪府,8817166 ,4280622 ,4536544 ,131532 ,17 ,2098 ,39354848 ,NA,NA
2005年度,兵庫県,5590601 ,2680288 ,2910313 ,275846 ,17 ,2037 ,19618189 ,NA,NA
2005年度,奈良県,1421310 ,676375 ,744935 ,85053 ,15 ,1800 ,3862125 ,NA,NA
2005年度,和歌山県,1035969 ,488022 ,547947 ,109784 ,17 ,2071 ,3671561 ,NA,NA
2005年度,鳥取県,607012 ,290190 ,316822 ,91209 ,15 ,1696 ,2042353 ,NA,NA
2005年度,島根県,742223 ,353703 ,388520 ,125626 ,15 ,1706 ,2433170 ,NA,NA
2005年度,岡山県,1957264 ,938600 ,1018664 ,221107 ,16 ,2116 ,7653848 ,NA,NA
2005年度,広島県,2876642 ,1390190 ,1486452 ,225579 ,16 ,2145 ,11382777 ,NA,NA
2005年度,山口県,1492606 ,703721 ,788885 ,175058 ,16 ,1913 ,5942472 ,NA,NA
2005年度,徳島県,809950 ,384635 ,425315 ,102173 ,17 ,2221 ,2891129 ,NA,NA
2005年度,香川県,1012400 ,486108 ,526292 ,99178 ,17 ,2076 ,3692927 ,NA,NA
2005年度,愛媛県,1467815 ,691677 ,776138 ,167068 ,17 ,2075 ,4975042 ,NA,NA
2005年度,高知県,796292 ,374435 ,421857 ,116851 ,17 ,2303 ,2405917 ,NA,NA
2005年度,福岡県,5049908 ,2394094 ,2655814 ,274230 ,17 ,1875 ,18049118 ,NA,NA
2005年度,佐賀県,866369 ,408230 ,458139 ,134015 ,17 ,2042 ,2874132 ,NA,NA
2005年度,長崎県,1478632 ,691444 ,787188 ,161944 ,17 ,1935 ,4322697 ,NA,NA
2005年度,熊本県,1842233 ,866916 ,975317 ,274673 ,17 ,2057 ,5641146 ,NA,NA
2005年度,大分県,1209571 ,569796 ,639775 ,177040 ,17 ,2074 ,4331137 ,NA,NA
2005年度,宮崎県,1153042 ,542113 ,610929 ,183537 ,17 ,2283 ,3508097 ,NA,NA
2005年度,鹿児島県,1753179 ,819646 ,933533 ,324349 ,19 ,2015 ,5577729 ,NA,NA
2005年度,沖縄県,1361594 ,668502 ,693092 ,116234 ,23 ,1578 ,3652987 ,NA,NA
2004年度,北海道,5650000 ,2691000 ,2959000 ,2190048 ,10 ,1668 ,19883837 ,NA,NA
2004年度,青森県,1448000 ,686000 ,762000 ,320395 ,11 ,1523 ,4500069 ,NA,NA
2004年度,岩手県,1395000 ,669000 ,726000 ,371009 ,11 ,1667 ,4606014 ,NA,NA
2004年度,宮城県,2366000 ,1154000 ,1213000 ,313025 ,13 ,1935 ,8469524 ,NA,NA
2004年度,秋田県,1156000 ,546000 ,610000 ,315463 ,13 ,1414 ,3757770 ,NA,NA
2004年度,山形県,1224000 ,589000 ,635000 ,285008 ,13 ,1744 ,3961783 ,NA,NA
2004年度,福島県,2102000 ,1023000 ,1079000 ,421829 ,14 ,1885 ,7836897 ,NA,NA
2004年度,茨城県,2982000 ,1483000 ,1499000 ,397597 ,14 ,2143 ,11196075 ,NA,NA
2004年度,栃木県,2016000 ,1001000 ,1015000 ,294603 ,15 ,2098 ,8132502 ,NA,NA
2004年度,群馬県,2027000 ,998000 ,1029000 ,229456 ,16 ,2290 ,7668403 ,NA,NA
2004年度,埼玉県,7046000 ,3551000 ,3495000 ,256560 ,16 ,2276 ,20526591 ,NA,NA
2004年度,千葉県,6047000 ,3027000 ,3020000 ,348821 ,17 ,2184 ,19670654 ,NA,NA
2004年度,東京都,12482000 ,6218000 ,6265000 ,139590 ,17 ,2133 ,97962759 ,NA,NA
2004年度,神奈川県,8753000 ,4426000 ,4326000 ,145995 ,17 ,2248 ,30874470 ,NA,NA
2004年度,新潟県,2445000 ,1184000 ,1261000 ,448153 ,15 ,1729 ,9267701 ,NA,NA
2004年度,富山県,1115000 ,537000 ,578000 ,185041 ,15 ,1728 ,4863530 ,NA,NA
2004年度,石川県,1178000 ,569000 ,608000 ,138294 ,16 ,1810 ,4762465 ,NA,NA
2004年度,福井県,824000 ,399000 ,425000 ,106650 ,16 ,1777 ,3351506 ,NA,NA
2004年度,山梨県,886000 ,434000 ,452000 ,95033 ,16 ,2402 ,3186249 ,NA,NA
2004年度,長野県,2206000 ,1074000 ,1132000 ,333382 ,13 ,2059 ,8388888 ,NA,NA
2004年度,岐阜県,2108000 ,1021000 ,1087000 ,214472 ,17 ,2158 ,7512098 ,NA,NA
2004年度,静岡県,3791000 ,1867000 ,1924000 ,273139 ,18 ,2283 ,16699714 ,NA,NA
2004年度,愛知県,7209000 ,3611000 ,3598000 ,295830 ,17 ,2210 ,34779076 ,NA,NA
2004年度,三重県,1867000 ,906000 ,960000 ,202196 ,17 ,2233 ,7505210 ,NA,NA
2004年度,滋賀県,1375000 ,678000 ,696000 ,128904 ,16 ,1988 ,6017771 ,NA,NA
2004年度,京都府,2650000 ,1275000 ,1375000 ,115520 ,17 ,1940 ,10053804 ,NA,NA
2004年度,大阪府,8825000 ,4290000 ,4536000 ,131477 ,18 ,2244 ,39192627 ,NA,NA
2004年度,兵庫県,5592000 ,2683000 ,2909000 ,275764 ,18 ,2173 ,19608229 ,NA,NA
2004年度,奈良県,1428000 ,681000 ,747000 ,85053 ,16 ,1994 ,3867749 ,NA,NA
2004年度,和歌山県,1045000 ,493000 ,552000 ,109758 ,18 ,2280 ,3571864 ,NA,NA
2004年度,鳥取県,610000 ,292000 ,318000 ,91209 ,16 ,1816 ,2121785 ,NA,NA
2004年度,島根県,747000 ,357000 ,391000 ,125622 ,16 ,1856 ,2538156 ,NA,NA
2004年度,岡山県,1959000 ,939000 ,1019000 ,221106 ,17 ,2190 ,7453806 ,NA,NA
2004年度,広島県,2879000 ,1391000 ,1488000 ,225562 ,17 ,2222 ,11033328 ,NA,NA
2004年度,山口県,1502000 ,709000 ,793000 ,174984 ,16 ,2060 ,5886707 ,NA,NA
2004年度,徳島県,814000 ,387000 ,427000 ,102188 ,18 ,2271 ,2993418 ,NA,NA
2004年度,香川県,1016000 ,488000 ,528000 ,99160 ,17 ,2223 ,3780159 ,NA,NA
2004年度,愛媛県,1475000 ,695000 ,779000 ,167059 ,17 ,2273 ,5141381 ,NA,NA
2004年度,高知県,802000 ,378000 ,424000 ,116844 ,18 ,2264 ,2475785 ,NA,NA
2004年度,福岡県,5050000 ,2397000 ,2653000 ,274139 ,18 ,2062 ,17850042 ,NA,NA
2004年度,佐賀県,870000 ,410000 ,460000 ,134011 ,17 ,2156 ,2865032 ,NA,NA
2004年度,長崎県,1490000 ,698000 ,792000 ,161932 ,18 ,2052 ,4418987 ,NA,NA
2004年度,熊本県,1848000 ,871000 ,978000 ,274656 ,18 ,2194 ,5659180 ,NA,NA
2004年度,大分県,1214000 ,572000 ,642000 ,177023 ,17 ,2201 ,4553708 ,NA,NA
2004年度,宮崎県,1159000 ,545000 ,614000 ,183537 ,18 ,2284 ,3588399 ,NA,NA
2004年度,鹿児島県,1763000 ,825000 ,938000 ,324334 ,19 ,2196 ,5630408 ,NA,NA
2004年度,沖縄県,1353000 ,665000 ,689000 ,116207 ,23 ,1808 ,3662933 ,NA,NA
2003年度,北海道,5663000 ,2700000 ,2963000 ,2189986 ,9 ,1776 ,19718751 ,NA,NA
2003年度,青森県,1459000 ,692000 ,767000 ,320387 ,10 ,1489 ,4516010 ,NA,NA
2003年度,岩手県,1401000 ,672000 ,729000 ,371004 ,10 ,1603 ,4609842 ,NA,NA
2003年度,宮城県,2369000 ,1156000 ,1213000 ,313002 ,12 ,1623 ,8506060 ,NA,NA
2003年度,秋田県,1165000 ,551000 ,614000 ,315463 ,12 ,1442 ,3824865 ,NA,NA
2003年度,山形県,1230000 ,593000 ,637000 ,285008 ,12 ,1514 ,3923321 ,NA,NA
2003年度,福島県,2110000 ,1028000 ,1082000 ,421829 ,13 ,1595 ,7533494 ,NA,NA
2003年度,茨城県,2985000 ,1486000 ,1500000 ,397597 ,13 ,1756 ,11427806 ,NA,NA
2003年度,栃木県,2014000 ,1000000 ,1014000 ,294603 ,14 ,1766 ,7938278 ,NA,NA
2003年度,群馬県,2030000 ,1000000 ,1030000 ,229456 ,14 ,1936 ,7735920 ,NA,NA
2003年度,埼玉県,7028000 ,3544000 ,3484000 ,256560 ,15 ,1903 ,19877607 ,NA,NA
2003年度,千葉県,6030000 ,3021000 ,3009000 ,348818 ,16 ,1700 ,19472042 ,NA,NA
2003年度,東京都,12388000 ,6173000 ,6216000 ,139590 ,16 ,1723 ,95089709 ,NA,NA
2003年度,神奈川県,8702000 ,4405000 ,4296000 ,145979 ,16 ,1794 ,30749263 ,NA,NA
2003年度,新潟県,2455000 ,1189000 ,1265000 ,448139 ,14 ,1528 ,9150743 ,NA,NA
2003年度,富山県,1116000 ,538000 ,578000 ,185041 ,14 ,1436 ,4857473 ,NA,NA
2003年度,石川県,1179000 ,570000 ,609000 ,138290 ,15 ,1520 ,4774472 ,NA,NA
2003年度,福井県,827000 ,400000 ,426000 ,106629 ,15 ,1384 ,3412756 ,NA,NA
2003年度,山梨県,888000 ,436000 ,452000 ,95033 ,15 ,1971 ,3159856 ,NA,NA
2003年度,長野県,2210000 ,1077000 ,1134000 ,333382 ,12 ,1809 ,8317935 ,NA,NA
2003年度,岐阜県,2110000 ,1023000 ,1087000 ,214472 ,16 ,1888 ,7610182 ,NA,NA
2003年度,静岡県,3790000 ,1867000 ,1923000 ,273133 ,17 ,1821 ,16559885 ,NA,NA
2003年度,愛知県,7170000 ,3589000 ,3580000 ,295794 ,16 ,1890 ,33803681 ,NA,NA
2003年度,三重県,1864000 ,905000 ,959000 ,202192 ,16 ,1847 ,7206622 ,NA,NA
2003年度,滋賀県,1368000 ,675000 ,693000 ,128904 ,15 ,1602 ,5901514 ,NA,NA
2003年度,京都府,2650000 ,1276000 ,1374000 ,115519 ,16 ,1543 ,9860350 ,NA,NA
2003年度,大阪府,8824000 ,4295000 ,4529000 ,131474 ,17 ,1814 ,38887318 ,NA,NA
2003年度,兵庫県,5589000 ,2684000 ,2905000 ,275688 ,17 ,1765 ,19395528 ,NA,NA
2003年度,奈良県,1434000 ,684000 ,750000 ,85053 ,15 ,1609 ,3899526 ,NA,NA
2003年度,和歌山県,1052000 ,497000 ,555000 ,109743 ,17 ,1895 ,3563983 ,NA,NA
2003年度,鳥取県,611000 ,293000 ,319000 ,91205 ,15 ,1463 ,2103923 ,NA,NA
2003年度,島根県,752000 ,359000 ,393000 ,125616 ,15 ,1518 ,2562850 ,NA,NA
2003年度,岡山県,1958000 ,939000 ,1019000 ,221101 ,16 ,1830 ,7498803 ,NA,NA
2003年度,広島県,2879000 ,1391000 ,1488000 ,225545 ,16 ,1924 ,11004841 ,NA,NA
2003年度,山口県,1510000 ,713000 ,798000 ,174961 ,16 ,1683 ,5813952 ,NA,NA
2003年度,徳島県,818000 ,388000 ,429000 ,102186 ,17 ,1935 ,2994095 ,NA,NA
2003年度,香川県,1018000 ,489000 ,529000 ,99153 ,17 ,1857 ,3748184 ,NA,NA
2003年度,愛媛県,1481000 ,698000 ,783000 ,167032 ,17 ,1914 ,5089807 ,NA,NA
2003年度,高知県,806000 ,380000 ,426000 ,116837 ,17 ,2066 ,2497608 ,NA,NA
2003年度,福岡県,5045000 ,2396000 ,2648000 ,274013 ,17 ,1756 ,17777296 ,NA,NA
2003年度,佐賀県,872000 ,411000 ,461000 ,133988 ,17 ,1816 ,2846889 ,NA,NA
2003年度,長崎県,1498000 ,702000 ,795000 ,161872 ,17 ,1786 ,4445989 ,NA,NA
2003年度,熊本県,1852000 ,873000 ,979000 ,274621 ,17 ,1912 ,5640971 ,NA,NA
2003年度,大分県,1217000 ,573000 ,644000 ,176990 ,17 ,1885 ,4514753 ,NA,NA
2003年度,宮崎県,1162000 ,547000 ,615000 ,183536 ,18 ,2108 ,3619419 ,NA,NA
2003年度,鹿児島県,1770000 ,829000 ,941000 ,324319 ,19 ,1937 ,5631004 ,NA,NA
2003年度,沖縄県,1345000 ,661000 ,684000 ,116116 ,23 ,1844 ,3703206 ,NA,NA
2002年度,北海道,5672000 ,2708000 ,2964000 ,2189972 ,9 ,1670 ,19843085 ,NA,NA
2002年度,青森県,1467000 ,697000 ,770000 ,320371 ,11 ,1459 ,4580211 ,NA,NA
2002年度,岩手県,1407000 ,676000 ,731000 ,370994 ,10 ,1584 ,4658447 ,NA,NA
2002年度,宮城県,2369000 ,1157000 ,1211000 ,312999 ,13 ,1862 ,8557627 ,NA,NA
2002年度,秋田県,1175000 ,557000 ,618000 ,315463 ,12 ,1442 ,3871455 ,NA,NA
2002年度,山形県,1236000 ,596000 ,640000 ,285008 ,12 ,1625 ,3986982 ,NA,NA
2002年度,福島県,2118000 ,1032000 ,1086000 ,421808 ,13 ,1756 ,7763730 ,NA,NA
2002年度,茨城県,2987000 ,1486000 ,1500000 ,397591 ,14 ,2003 ,11411647 ,NA,NA
2002年度,栃木県,2012000 ,999000 ,1013000 ,294603 ,14 ,1997 ,7947996 ,NA,NA
2002年度,群馬県,2030000 ,1000000 ,1030000 ,229456 ,15 ,2145 ,7647802 ,NA,NA
2002年度,埼玉県,7000000 ,3530000 ,3471000 ,256560 ,15 ,2141 ,19831349 ,NA,NA
2002年度,千葉県,5998000 ,3008000 ,2990000 ,348815 ,16 ,1991 ,19481364 ,NA,NA
2002年度,東京都,12271000 ,6116000 ,6155000 ,139586 ,17 ,1990 ,94088160 ,NA,NA
2002年度,神奈川県,8636000 ,4375000 ,4261000 ,145957 ,16 ,2074 ,30190416 ,NA,NA
2002年度,新潟県,2462000 ,1194000 ,1268000 ,448135 ,14 ,1657 ,9211765 ,NA,NA
2002年度,富山県,1118000 ,539000 ,579000 ,185037 ,15 ,1626 ,4745948 ,NA,NA
2002年度,石川県,1180000 ,571000 ,609000 ,138288 ,15 ,1704 ,4862062 ,NA,NA
2002年度,福井県,828000 ,401000 ,427000 ,106627 ,15 ,1661 ,3442760 ,NA,NA
2002年度,山梨県,889000 ,437000 ,453000 ,95033 ,15 ,2245 ,3168356 ,NA,NA
2002年度,長野県,2215000 ,1080000 ,1135000 ,333382 ,12 ,2019 ,8378703 ,NA,NA
2002年度,岐阜県,2110000 ,1023000 ,1087000 ,214472 ,16 ,2054 ,7562815 ,NA,NA
2002年度,静岡県,3784000 ,1865000 ,1920000 ,273115 ,17 ,2166 ,16671587 ,NA,NA
2002年度,愛知県,7131000 ,3569000 ,3563000 ,295363 ,16 ,2070 ,34021020 ,NA,NA
2002年度,三重県,1863000 ,904000 ,958000 ,202181 ,16 ,2099 ,7074976 ,NA,NA
2002年度,滋賀県,1361000 ,672000 ,689000 ,128904 ,15 ,1846 ,5826184 ,NA,NA
2002年度,京都府,2648000 ,1276000 ,1372000 ,115509 ,16 ,1821 ,9768092 ,NA,NA
2002年度,大阪府,8821000 ,4299000 ,4522000 ,131460 ,17 ,2053 ,39241958 ,NA,NA
2002年度,兵庫県,5580000 ,2682000 ,2898000 ,275637 ,17 ,2012 ,19574569 ,NA,NA
2002年度,奈良県,1437000 ,686000 ,750000 ,85053 ,15 ,1865 ,3952954 ,NA,NA
2002年度,和歌山県,1059000 ,500000 ,558000 ,109739 ,17 ,2078 ,3582311 ,NA,NA
2002年度,鳥取県,612000 ,293000 ,319000 ,91204 ,15 ,1713 ,2091095 ,NA,NA
2002年度,島根県,756000 ,361000 ,395000 ,125604 ,15 ,1754 ,2599580 ,NA,NA
2002年度,岡山県,1956000 ,938000 ,1018000 ,221066 ,17 ,2035 ,7593590 ,NA,NA
2002年度,広島県,2878000 ,1391000 ,1487000 ,225523 ,17 ,2066 ,10651111 ,NA,NA
2002年度,山口県,1517000 ,716000 ,800000 ,174950 ,16 ,1956 ,5900703 ,NA,NA
2002年度,徳島県,820000 ,390000 ,430000 ,102172 ,17 ,2147 ,2905831 ,NA,NA
2002年度,香川県,1020000 ,490000 ,530000 ,99135 ,17 ,2074 ,3864638 ,NA,NA
2002年度,愛媛県,1485000 ,700000 ,785000 ,167015 ,17 ,2032 ,5115307 ,NA,NA
2002年度,高知県,810000 ,382000 ,428000 ,116836 ,17 ,2096 ,2563695 ,NA,NA
2002年度,福岡県,5039000 ,2395000 ,2644000 ,273916 ,17 ,1893 ,17606556 ,NA,NA
2002年度,佐賀県,874000 ,413000 ,461000 ,133983 ,17 ,2011 ,2825942 ,NA,NA
2002年度,長崎県,1505000 ,706000 ,799000 ,161825 ,18 ,1870 ,4491670 ,NA,NA
2002年度,熊本県,1857000 ,876000 ,981000 ,274604 ,17 ,2062 ,5610288 ,NA,NA
2002年度,大分県,1219000 ,575000 ,644000 ,176949 ,17 ,2048 ,4409540 ,NA,NA
2002年度,宮崎県,1165000 ,549000 ,616000 ,183527 ,18 ,2086 ,3552242 ,NA,NA
2002年度,鹿児島県,1776000 ,832000 ,944000 ,324288 ,19 ,1944 ,5651966 ,NA,NA
2002年度,沖縄県,1336000 ,657000 ,679000 ,115988 ,23 ,1704 ,3667891 ,NA,NA
2001年度,北海道,5680000 ,2715000 ,2966000 ,2189961 ,8 ,1722 ,20213403 ,27 ,31 
2001年度,青森県,1473000 ,701000 ,772000 ,320364 ,10 ,1581 ,4658382 ,21 ,20 
2001年度,岩手県,1413000 ,680000 ,734000 ,370992 ,10 ,1745 ,4706682 ,22 ,21 
2001年度,宮城県,2369000 ,1159000 ,1210000 ,312988 ,12 ,1836 ,8784741 ,25 ,30 
2001年度,秋田県,1183000 ,561000 ,622000 ,315463 ,12 ,1466 ,3940138 ,25 ,23 
2001年度,山形県,1241000 ,599000 ,642000 ,285008 ,12 ,1649 ,4044580 ,24 ,29 
2001年度,福島県,2124000 ,1036000 ,1088000 ,421808 ,13 ,1692 ,7947064 ,25 ,26 
2001年度,茨城県,2990000 ,1490000 ,1500000 ,397591 ,14 ,2061 ,11252160 ,26 ,20 
2001年度,栃木県,2011000 ,999000 ,1012000 ,294603 ,14 ,2058 ,8004636 ,23 ,25 
2001年度,群馬県,2029000 ,1001000 ,1028000 ,229456 ,15 ,2200 ,7703162 ,24 ,29 
2001年度,埼玉県,6977000 ,3520000 ,3457000 ,256560 ,15 ,2206 ,20045714 ,26 ,30 
2001年度,千葉県,5970000 ,2997000 ,2973000 ,348798 ,16 ,2006 ,19788810 ,26 ,30 
2001年度,東京都,12165000 ,6066000 ,6098000 ,139586 ,17 ,1977 ,94986057 ,26 ,30 
2001年度,神奈川県,8575000 ,4349000 ,4226000 ,145952 ,16 ,2064 ,30708235 ,25 ,27 
2001年度,新潟県,2471000 ,1199000 ,1272000 ,448130 ,14 ,1733 ,9390003 ,29 ,33 
2001年度,富山県,1120000 ,540000 ,580000 ,185029 ,14 ,1724 ,4746914 ,23 ,28 
2001年度,石川県,1182000 ,572000 ,610000 ,138283 ,15 ,1790 ,4978683 ,23 ,25 
2001年度,福井県,830000 ,402000 ,427000 ,106604 ,15 ,1738 ,3464458 ,29 ,24 
2001年度,山梨県,890000 ,438000 ,452000 ,95033 ,15 ,2337 ,3208158 ,28 ,27 
2001年度,長野県,2222000 ,1085000 ,1137000 ,333382 ,12 ,2038 ,8612251 ,29 ,24 
2001年度,岐阜県,2111000 ,1024000 ,1087000 ,214472 ,16 ,2133 ,7636616 ,23 ,29 
2001年度,静岡県,3780000 ,1863000 ,1917000 ,273107 ,17 ,2204 ,16334492 ,27 ,27 
2001年度,愛知県,7091000 ,3551000 ,3540000 ,295245 ,16 ,2147 ,33508840 ,25 ,26 
2001年度,三重県,1862000 ,905000 ,958000 ,202180 ,16 ,2143 ,7013908 ,19 ,24 
2001年度,滋賀県,1354000 ,669000 ,685000 ,128904 ,15 ,1892 ,5775561 ,30 ,32 
2001年度,京都府,2649000 ,1279000 ,1370000 ,115505 ,16 ,1872 ,9666561 ,24 ,26 
2001年度,大阪府,8821000 ,4305000 ,4515000 ,131419 ,17 ,2154 ,40371338 ,26 ,30 
